Destination,Month,Duration,Age,Gender,Accomodation Style,Budget
Cancun,June,7,51,Female,Resort,8303.59
Paris,June,15,65,Female,Hostel,47169.03
Vancouver,November,7,21,Male,Hostel,13258.06
Santorini,June,8,19,Male,Hostel,49652.38
Honolulu,March,18,53,Male,Airbnb,8903.24
Cartagena,June,7,37,Male,Hotel,38922.3
Amsterdam,September,17,37,Female,Vacation Rental,33766.79
Reykjavik,May,14,34,Female,Hotel,3597.41
Paris,July,15,33,Male,Hotel,29193.35
London,October,12,39,Female,Eco-Lodge,48008.53
Kathmandu,January,14,38,Male,Hotel,48752.09
Amsterdam,July,17,23,Female,Villa,17969.18
Bali,April,10,27,Male,Hostel,29419.08
Dublin,December,6,65,Female,Resort,34716.3
Honolulu,May,15,58,Female,Villa,2238.84
Marrakech,July,18,59,Female,Villa,7404.4
Cartagena,January,9,31,Female,Hotel,39457.22
Cancun,October,13,51,Female,Villa,2873.08
London,October,9,63,Female,Vacation Rental,41905.81
Edinburgh,August,8,57,Female,Villa,40278.92
Bali,January,16,18,Female,Villa,31960.35
Cape Town,November,7,26,Female,Airbnb,41055.69
Sydney,April,9,61,Male,Resort,3124.99
Salzburg,April,7,21,Male,Resort,46786.05
Cape Town,July,14,65,Female,Resort,41412.61
Marrakech,September,15,64,Male,Airbnb,16033.61
Copenhagen,January,7,53,Male,Airbnb,37576.49
Barcelona,September,12,65,Male,Resort,3954.77
New York,March,13,48,Female,Villa,41674.33
Copenhagen,July,8,30,Female,Hostel,33689.37
Marrakech,February,15,35,Male,Hostel,35762.17
Copenhagen,December,16,22,Male,Eco-Lodge,25266.95
Dubai,January,5,40,Female,Vacation Rental,8615.06
Amsterdam,April,15,54,Male,Villa,16048.75
Marrakech,February,17,21,Female,Villa,33160.27
Barcelona,October,13,56,Male,Airbnb,13508.61
Barcelona,February,18,41,Male,Villa,3153.13
Bali,March,5,44,Male,Hotel,2593.01
Paris,August,14,49,Female,Eco-Lodge,5397.13
Seoul,August,5,27,Female,Eco-Lodge,42540.23
London,September,9,34,Male,Hotel,45284.51
Cape Town,March,10,63,Female,Villa,41783.81
Santorini,September,7,32,Male,Resort,8522.16
Dubai,December,14,51,Male,Eco-Lodge,6200.23
Reykjavik,September,5,21,Male,Airbnb,21567.42
Cairo,January,16,52,Male,Hotel,49989.43
Edinburgh,May,10,42,Female,Hostel,2976.51
Berlin,March,15,25,Female,Villa,9294.05
Tokyo,February,13,41,Male,Vacation Rental,40622.91
Copenhagen,July,17,43,Female,Hostel,38609.28
Cartagena,November,13,34,Female,Airbnb,39218.91
Cancun,April,16,57,Male,Hostel,14284.36
Cartagena,April,17,50,Male,Hotel,46986.76
Marrakech,March,12,63,Female,Vacation Rental,49918.74
Barcelona,September,8,53,Female,Eco-Lodge,37355.05
Honolulu,July,15,20,Male,Hotel,33424.68
Cairo,August,12,30,Male,Resort,44677.73
Vancouver,June,13,57,Female,Vacation Rental,20053.04
Salzburg,September,11,37,Male,Villa,8820.44
Salzburg,May,8,49,Male,Airbnb,35882.99
Luxembourg City,July,7,55,Female,Hostel,41019.42
Barcelona,August,5,40,Male,Eco-Lodge,28923.19
Cancun,July,15,61,Male,Hotel,10247.42
Honolulu,November,11,19,Female,Hotel,41187.82
Rome,September,16,29,Female,Resort,11567.0
Bali,September,12,43,Male,Airbnb,4300.67
Bali,December,9,50,Female,Hotel,28365.76
Cairo,November,11,37,Female,Hotel,3213.22
Sydney,July,14,29,Male,Hostel,48472.63
Tokyo,February,7,30,Female,Resort,40313.99
Hoi An,February,18,31,Female,Airbnb,11924.45
Seoul,March,13,22,Female,Vacation Rental,34728.5
Hoi An,October,5,44,Male,Hostel,47239.83
Rio de Janeiro,October,8,55,Male,Airbnb,47315.34
London,June,14,45,Female,Villa,33831.67
Paris,August,7,60,Female,Hotel,18888.58
Auckland,July,6,53,Male,Resort,38081.92
Kathmandu,February,11,39,Male,Resort,8143.86
Cape Town,October,14,53,Male,Villa,21812.33
Copenhagen,March,13,51,Female,Hotel,26292.44
New York,December,9,36,Female,Eco-Lodge,11913.68
Kathmandu,March,15,56,Female,Villa,45721.38
Hoi An,June,16,21,Female,Airbnb,37268.75
Phuket,March,13,39,Male,Villa,28188.32
Seoul,February,17,43,Female,Vacation Rental,34168.7
Honolulu,September,8,34,Male,Airbnb,45198.85
Auckland,March,6,41,Female,Resort,48098.71
Dubai,May,7,63,Female,Hotel,16081.65
Marrakech,August,9,57,Male,Hostel,16820.23
Salzburg,June,10,39,Female,Vacation Rental,30019.59
Rio de Janeiro,February,7,35,Male,Vacation Rental,31234.01
Cape Town,May,8,42,Female,Resort,19104.09
Berlin,April,10,36,Male,Eco-Lodge,10243.78
Cairo,October,17,64,Female,Resort,34714.38
Cape Town,May,8,18,Female,Airbnb,20825.85
Luxembourg City,June,17,57,Female,Airbnb,38634.62
Cartagena,January,16,24,Female,Eco-Lodge,28832.58
Reykjavik,July,14,21,Female,Resort,6325.03
Vancouver,November,5,56,Female,Airbnb,15660.26
Cartagena,March,9,43,Female,Airbnb,36649.8
New York,February,15,44,Female,Resort,39039.92
Barcelona,March,14,53,Male,Hotel,45748.91
Amsterdam,October,18,62,Male,Vacation Rental,48674.52
Auckland,May,12,31,Male,Vacation Rental,33965.29
Luxembourg City,January,10,26,Male,Airbnb,16851.16
Seoul,June,12,31,Male,Vacation Rental,3834.71
Auckland,February,13,43,Female,Airbnb,19718.8
Copenhagen,August,13,51,Male,Eco-Lodge,21761.15
Seoul,January,14,29,Female,Eco-Lodge,17225.1
Vancouver,July,10,64,Male,Resort,28668.74
Tokyo,February,5,40,Female,Airbnb,3452.49
Rome,October,6,34,Female,Vacation Rental,24479.09
Phuket,January,13,20,Female,Hotel,14659.71
Luxembourg City,September,14,50,Male,Vacation Rental,47006.72
Salzburg,May,16,54,Male,Vacation Rental,2520.41
Sydney,September,17,24,Female,Resort,16913.51
Reykjavik,May,8,61,Female,Villa,48274.85
London,May,8,62,Female,Resort,34948.19
Bali,February,9,45,Male,Hostel,2035.95
Honolulu,December,5,18,Male,Eco-Lodge,31058.27
Bali,January,8,32,Male,Airbnb,15029.84
Barcelona,December,16,23,Male,Hotel,39708.68
Luxembourg City,March,8,63,Male,Airbnb,42085.87
Reykjavik,November,18,48,Female,Hostel,31909.66
Auckland,October,18,54,Female,Vacation Rental,40086.62
Cartagena,August,6,26,Male,Resort,6877.34
Salzburg,May,5,20,Male,Airbnb,16836.68
Amsterdam,July,12,29,Female,Eco-Lodge,23547.11
Cancun,March,5,25,Male,Vacation Rental,11732.13
Barcelona,October,15,55,Male,Hostel,20815.39
Sydney,December,18,50,Male,Hotel,20983.03
Reykjavik,December,7,58,Male,Eco-Lodge,41773.35
Dubai,September,11,35,Male,Eco-Lodge,2979.95
Santorini,December,16,62,Male,Hostel,3766.06
Vancouver,January,17,38,Female,Eco-Lodge,46430.08
Berlin,June,14,44,Male,Eco-Lodge,19881.13
Honolulu,October,16,58,Female,Hotel,38914.86
Tokyo,August,12,53,Female,Hostel,30908.74
Edinburgh,April,15,42,Female,Vacation Rental,29038.77
Bali,September,10,30,Female,Eco-Lodge,46202.16
Berlin,August,9,35,Male,Villa,31314.1
Phuket,October,12,51,Female,Hotel,42700.72
Edinburgh,February,10,23,Male,Villa,12889.62
Cape Town,March,16,57,Male,Hotel,25451.46
Porto,February,15,60,Male,Airbnb,20152.68
Santorini,August,18,55,Female,Airbnb,16575.37
Copenhagen,March,10,26,Female,Eco-Lodge,27004.24
Cairo,September,12,57,Female,Vacation Rental,32819.9
Cape Town,November,7,21,Female,Hotel,17484.0
Kathmandu,September,15,28,Female,Hostel,14903.76
Edinburgh,April,11,50,Male,Villa,23270.22
Tokyo,November,11,48,Female,Vacation Rental,45030.61
Copenhagen,May,7,65,Male,Hostel,40989.92
Hoi An,May,8,44,Female,Resort,23126.35
Auckland,August,6,58,Male,Vacation Rental,28300.01
Salzburg,August,16,63,Male,Villa,7010.05
Seoul,August,13,43,Male,Vacation Rental,12943.54
Hoi An,March,13,37,Female,Villa,36061.87
Salzburg,April,16,48,Female,Villa,1280.44
Santorini,February,13,46,Female,Eco-Lodge,23340.47
Edinburgh,December,7,25,Male,Villa,33277.38
Cartagena,November,5,61,Female,Airbnb,44363.15
Edinburgh,March,17,51,Male,Villa,9068.44
Kathmandu,May,7,34,Female,Hotel,47000.18
Reykjavik,May,13,21,Female,Hostel,28405.72
Barcelona,April,17,63,Male,Eco-Lodge,7430.34
Rome,April,17,44,Female,Vacation Rental,8930.81
Amsterdam,December,16,57,Female,Hotel,20452.13
Dublin,July,8,45,Male,Villa,16510.95
Porto,January,13,19,Male,Eco-Lodge,35516.8
Cape Town,September,9,62,Male,Hostel,40542.29
Marrakech,December,6,57,Male,Hotel,16712.95
Barcelona,October,12,44,Female,Hotel,12087.25
Rio de Janeiro,June,5,54,Female,Vacation Rental,48564.36
Rio de Janeiro,September,10,37,Male,Hotel,21820.37
Santorini,March,9,20,Female,Villa,33287.88
London,August,14,64,Male,Eco-Lodge,39024.36
Honolulu,April,13,62,Male,Villa,39288.19
Honolulu,September,11,18,Female,Resort,41134.35
Rome,February,14,57,Female,Vacation Rental,26162.26
Amsterdam,October,15,45,Male,Villa,26688.29
Bali,June,5,48,Female,Hotel,39526.15
Sydney,March,9,65,Female,Vacation Rental,46208.34
New York,November,9,29,Female,Hotel,31183.39
Copenhagen,January,16,18,Male,Villa,22069.07
Amsterdam,March,6,40,Male,Hostel,22943.48
Sydney,July,8,49,Male,Eco-Lodge,22047.2
Dubai,August,5,22,Female,Eco-Lodge,36688.49
Edinburgh,March,9,24,Female,Resort,38017.42
Copenhagen,June,18,61,Female,Hotel,45712.78
Hoi An,October,12,63,Male,Hostel,9577.67
Auckland,September,13,29,Male,Hostel,38977.56
Luxembourg City,January,5,60,Male,Villa,26573.91
Salzburg,January,10,41,Female,Hostel,38057.56
Rome,May,5,43,Female,Hotel,12285.51
Amsterdam,September,16,39,Male,Airbnb,46327.64
Auckland,July,8,45,Female,Vacation Rental,40512.43
Marrakech,July,18,48,Male,Vacation Rental,16968.45
Paris,December,13,24,Male,Hotel,46131.79
Bali,June,8,24,Male,Villa,18222.82
Luxembourg City,February,13,58,Male,Hotel,33009.79
Dubai,July,7,30,Female,Airbnb,6541.71
Kathmandu,October,13,60,Male,Resort,22203.82
Paris,July,12,56,Female,Villa,4748.3
Amsterdam,August,10,41,Female,Hotel,2093.98
Paris,June,6,26,Female,Airbnb,40817.63
Dublin,December,6,32,Female,Hostel,14050.73
Porto,January,18,49,Female,Hotel,24915.1
Seoul,July,13,53,Male,Vacation Rental,38000.22
New York,September,8,60,Female,Airbnb,47037.97
Porto,June,12,34,Female,Hostel,46103.98
Cancun,May,15,51,Female,Airbnb,24640.67
Hoi An,April,6,53,Male,Eco-Lodge,14462.41
London,February,18,27,Female,Villa,42610.08
Sydney,July,6,22,Female,Vacation Rental,23932.02
Porto,December,15,46,Male,Vacation Rental,33829.33
Edinburgh,August,15,23,Female,Hotel,26142.58
Edinburgh,May,5,53,Male,Eco-Lodge,3241.14
London,October,13,47,Male,Villa,37429.96
Rome,September,14,25,Male,Airbnb,43744.78
Reykjavik,June,15,45,Female,Hostel,40873.79
Hoi An,April,14,44,Male,Vacation Rental,17198.73
Luxembourg City,August,17,46,Female,Hotel,12154.79
London,May,17,47,Male,Resort,4847.49
Kathmandu,April,11,58,Female,Hotel,37809.14
Copenhagen,March,10,22,Female,Villa,17321.13
Tokyo,November,16,31,Male,Hotel,18660.42
Bali,January,16,58,Male,Airbnb,14042.05
Cancun,January,8,30,Female,Hotel,15494.71
Reykjavik,December,16,47,Male,Hostel,46356.0
London,April,6,59,Male,Hostel,35159.77
Auckland,April,11,22,Female,Airbnb,3365.27
Sydney,February,8,23,Female,Hostel,41448.29
Cape Town,March,9,45,Female,Resort,18596.46
Barcelona,January,15,65,Female,Eco-Lodge,37132.1
Cancun,August,16,52,Female,Eco-Lodge,10172.49
Auckland,April,7,46,Male,Hotel,46003.7
Vancouver,November,18,43,Male,Hotel,28307.55
Dublin,December,7,37,Female,Vacation Rental,16063.02
Tokyo,June,9,35,Female,Vacation Rental,49245.06
Porto,September,8,36,Female,Airbnb,18443.59
Vancouver,September,7,44,Female,Hotel,32328.21
Rome,November,16,61,Female,Resort,38319.75
Amsterdam,May,11,61,Male,Hotel,41699.44
Kathmandu,January,10,24,Male,Villa,40187.93
Dubai,November,5,49,Male,Vacation Rental,35705.21
Paris,November,17,36,Male,Resort,4447.26
Dublin,August,17,34,Male,Resort,32061.9
Auckland,February,5,46,Female,Resort,2654.22
Bali,February,7,53,Male,Eco-Lodge,24100.18
Phuket,August,17,64,Female,Resort,44906.98
Edinburgh,October,13,56,Male,Villa,34817.37
Berlin,February,18,45,Male,Villa,28041.02
Reykjavik,February,18,60,Male,Hostel,39649.21
Paris,May,6,59,Female,Hostel,41096.26
Luxembourg City,June,11,36,Female,Villa,2296.23
New York,May,9,59,Male,Airbnb,31336.49
Kathmandu,December,18,43,Male,Villa,36368.6
Seoul,November,8,64,Male,Hotel,37763.58
Cape Town,September,14,29,Male,Airbnb,6126.02
Salzburg,April,8,19,Female,Vacation Rental,34954.94
Honolulu,August,14,60,Male,Resort,39238.26
Dublin,July,11,55,Female,Resort,16861.64
Reykjavik,April,8,54,Male,Airbnb,41403.45
Paris,January,14,43,Female,Airbnb,7150.89
Marrakech,March,11,44,Male,Airbnb,31958.23
Copenhagen,May,16,53,Male,Airbnb,15191.74
Santorini,February,12,27,Male,Hotel,32412.83
Barcelona,May,8,25,Male,Resort,45247.54
Marrakech,July,18,50,Male,Hostel,44976.95
Amsterdam,March,9,61,Male,Villa,11333.97
Barcelona,April,6,56,Female,Vacation Rental,15417.79
Marrakech,April,10,57,Female,Hotel,2092.79
Luxembourg City,August,7,49,Male,Resort,27379.09
Auckland,June,14,23,Male,Vacation Rental,2770.39
New York,April,14,28,Female,Hotel,8269.13
Honolulu,November,14,36,Male,Hostel,39033.07
Copenhagen,July,15,35,Female,Hotel,17052.0
Dubai,June,7,44,Female,Eco-Lodge,6992.77
Rio de Janeiro,January,18,44,Female,Resort,22732.32
Tokyo,February,12,55,Male,Hostel,20485.82
Berlin,September,10,39,Male,Villa,31549.95
Auckland,January,18,56,Female,Resort,30035.91
Cairo,June,17,40,Male,Resort,30405.6
Honolulu,May,7,48,Female,Villa,47386.29
Amsterdam,April,14,62,Female,Hotel,10358.83
Kathmandu,October,11,30,Male,Hotel,11553.42
Hoi An,December,12,32,Male,Eco-Lodge,5975.99
Santorini,August,17,52,Male,Villa,20764.24
Tokyo,September,18,58,Male,Eco-Lodge,37248.31
Phuket,August,14,53,Female,Hostel,16985.07
Edinburgh,February,5,50,Female,Resort,35341.31
New York,March,10,57,Male,Vacation Rental,23983.27
Bali,September,18,53,Male,Airbnb,21251.01
Porto,February,11,34,Male,Airbnb,37307.55
Rome,December,13,62,Male,Hostel,13141.69
Porto,May,7,42,Female,Resort,47761.73
Paris,December,14,56,Male,Airbnb,35347.48
Luxembourg City,November,17,31,Male,Hostel,31884.75
Marrakech,March,12,21,Female,Hotel,23170.29
Cancun,July,17,27,Female,Villa,24928.89
Cartagena,January,6,26,Female,Hotel,28835.64
Luxembourg City,May,6,61,Male,Hotel,2742.94
Cancun,November,6,58,Male,Resort,45097.37
Salzburg,July,5,36,Male,Resort,21654.84
Cairo,January,13,23,Male,Eco-Lodge,34241.83
Kathmandu,August,8,43,Female,Hostel,22993.35
Reykjavik,March,18,65,Male,Airbnb,21151.33
Tokyo,November,7,59,Male,Eco-Lodge,35742.76
Dublin,February,10,28,Male,Hotel,2543.69
Berlin,February,16,43,Female,Resort,46070.72
London,May,11,19,Female,Eco-Lodge,18201.04
Copenhagen,November,12,35,Female,Villa,41373.56
Tokyo,October,13,44,Male,Eco-Lodge,13630.23
Berlin,January,18,58,Female,Eco-Lodge,39838.34
Edinburgh,October,9,63,Female,Eco-Lodge,17247.58
Kathmandu,March,10,27,Female,Vacation Rental,47157.29
Edinburgh,January,17,59,Male,Hostel,28854.22
Auckland,June,7,47,Male,Hostel,23135.17
Kathmandu,March,7,41,Male,Eco-Lodge,32813.11
New York,August,16,32,Female,Eco-Lodge,11623.94
Rio de Janeiro,July,16,51,Male,Vacation Rental,9366.47
Cairo,August,11,57,Female,Resort,43945.83
Rio de Janeiro,April,15,20,Female,Hostel,37484.43
Seoul,November,8,61,Male,Resort,14612.81
Santorini,February,5,51,Female,Hotel,29669.48
Bali,April,12,37,Female,Resort,33265.79
Sydney,January,14,61,Male,Resort,26162.83
Cairo,January,18,47,Female,Resort,23435.2
Berlin,October,14,22,Male,Eco-Lodge,47096.1
Cartagena,January,8,19,Female,Hostel,43318.94
Honolulu,January,18,44,Female,Airbnb,45865.49
Luxembourg City,October,16,22,Female,Villa,10634.39
Marrakech,March,16,60,Female,Resort,10332.14
Dublin,December,14,35,Female,Hostel,23770.56
Rio de Janeiro,June,6,46,Male,Hotel,10485.8
Cartagena,March,16,59,Male,Hotel,17450.93
Barcelona,November,16,38,Female,Hotel,3805.97
Paris,November,18,36,Male,Hotel,3340.95
Berlin,April,18,25,Female,Resort,1763.5
Bali,February,7,19,Female,Hostel,2656.31
Dubai,October,15,26,Female,Resort,39529.55
Porto,September,6,28,Female,Airbnb,33003.69
London,January,9,65,Male,Eco-Lodge,39220.01
Honolulu,February,13,41,Female,Eco-Lodge,35152.8
Auckland,May,13,21,Female,Hotel,37587.48
Cancun,May,10,57,Male,Eco-Lodge,37743.61
Salzburg,September,17,44,Male,Eco-Lodge,21861.72
Berlin,June,11,21,Male,Airbnb,44894.49
Kathmandu,February,14,61,Male,Hotel,38486.05
Marrakech,April,18,29,Female,Hostel,24010.92
Amsterdam,March,18,52,Male,Hotel,11213.85
London,December,11,56,Male,Eco-Lodge,42976.29
Luxembourg City,February,13,46,Female,Eco-Lodge,27443.35
Dubai,November,14,56,Male,Eco-Lodge,45830.45
Honolulu,August,7,19,Female,Airbnb,16159.42
Dubai,July,14,27,Male,Vacation Rental,37457.07
Dubai,August,15,55,Female,Hotel,16951.59
Dubai,July,10,40,Male,Airbnb,5529.8
London,November,14,36,Male,Vacation Rental,35488.3
Bali,April,5,40,Female,Hotel,20343.42
Porto,July,18,21,Female,Airbnb,1893.71
Cartagena,July,10,51,Male,Airbnb,38460.33
Salzburg,February,12,29,Female,Hotel,13267.54
Cairo,November,14,56,Female,Hostel,39886.22
Marrakech,February,15,65,Female,Villa,36308.17
Tokyo,April,15,58,Female,Villa,24361.74
Dublin,September,9,37,Male,Airbnb,21464.77
Kathmandu,March,11,29,Female,Hostel,40282.3
Rio de Janeiro,February,9,23,Female,Villa,38814.67
Cancun,June,17,44,Female,Hostel,40198.97
Amsterdam,November,10,44,Male,Vacation Rental,26838.56
Rio de Janeiro,March,6,49,Female,Hotel,6182.77
Dublin,June,14,38,Male,Eco-Lodge,31354.89
Cancun,July,18,27,Female,Resort,1075.44
Bali,June,14,61,Female,Airbnb,12108.14
Dubai,April,13,21,Female,Resort,39802.57
Salzburg,March,18,60,Male,Hostel,34858.04
Bali,June,13,55,Female,Airbnb,43445.16
Dubai,March,16,60,Female,Hotel,42028.66
Rio de Janeiro,January,15,40,Female,Hostel,35418.02
Hoi An,June,10,18,Male,Eco-Lodge,38978.87
Santorini,March,9,19,Female,Hotel,14666.26
Hoi An,May,7,37,Female,Resort,5115.86
Dubai,August,5,59,Male,Hostel,28244.35
Seoul,September,7,33,Male,Airbnb,2892.36
Bali,May,17,55,Male,Hostel,49142.93
Cape Town,June,9,59,Female,Eco-Lodge,16848.62
Marrakech,July,15,44,Female,Villa,24116.79
Barcelona,October,5,59,Male,Resort,13187.41
Edinburgh,January,5,30,Female,Airbnb,17368.58
Seoul,December,15,31,Female,Airbnb,15511.71
London,January,8,46,Male,Villa,28426.88
Dublin,February,13,55,Female,Hotel,19108.22
Paris,November,14,62,Female,Resort,22945.93
Berlin,December,5,25,Female,Hostel,36116.15
Cancun,November,18,30,Female,Hostel,46826.29
Santorini,November,15,65,Male,Hotel,43531.09
Honolulu,October,7,28,Male,Hotel,6059.62
Cartagena,June,15,35,Female,Vacation Rental,44947.48
Phuket,December,18,43,Female,Hostel,39198.65
Marrakech,September,10,52,Female,Villa,42708.12
Kathmandu,January,5,55,Male,Eco-Lodge,16662.01
Kathmandu,August,11,53,Male,Villa,7664.78
London,September,5,33,Female,Hotel,31942.08
Honolulu,March,10,56,Male,Eco-Lodge,2939.38
Barcelona,September,11,61,Female,Airbnb,31046.64
London,July,15,53,Male,Airbnb,38253.3
Barcelona,August,13,44,Male,Airbnb,40676.62
Cape Town,September,17,55,Female,Resort,22424.99
Rome,August,11,57,Male,Eco-Lodge,8697.09
Cairo,April,14,61,Female,Eco-Lodge,21966.31
Cartagena,August,11,32,Female,Resort,19977.74
Cape Town,October,5,51,Female,Resort,4102.11
Salzburg,February,16,56,Female,Eco-Lodge,16108.03
New York,August,6,31,Female,Resort,37786.05
Rome,May,5,56,Male,Airbnb,31155.66
Dubai,August,9,64,Female,Airbnb,18582.41
Sydney,November,15,38,Male,Airbnb,22449.98
Cancun,July,16,24,Female,Resort,34262.59
Kathmandu,June,7,65,Female,Resort,11455.46
Cairo,January,11,63,Female,Hostel,34859.67
Cartagena,March,13,28,Female,Eco-Lodge,47362.59
Hoi An,July,5,26,Male,Airbnb,20185.93
London,October,17,58,Male,Hostel,26689.45
New York,April,16,46,Male,Hotel,5108.69
Sydney,July,15,31,Male,Resort,45369.96
Edinburgh,March,15,54,Male,Eco-Lodge,30304.12
Barcelona,June,11,37,Male,Eco-Lodge,27609.68
Dubai,January,14,64,Male,Hostel,35288.03
Cancun,August,12,48,Male,Villa,31801.94
Tokyo,June,12,55,Female,Hostel,13116.56
Berlin,August,9,41,Male,Vacation Rental,15774.98
Kathmandu,December,7,64,Male,Eco-Lodge,30460.32
Cairo,July,18,38,Male,Villa,2291.94
Dublin,August,15,40,Female,Vacation Rental,31937.59
Rome,March,10,61,Male,Resort,12666.62
Rome,August,17,54,Female,Villa,4174.35
Seoul,May,9,60,Male,Resort,30612.62
Dublin,March,10,19,Female,Eco-Lodge,13624.77
Barcelona,July,15,33,Female,Hotel,1125.49
Salzburg,February,13,33,Female,Resort,3587.14
